what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048124533
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1555048135219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048138771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048140347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048165599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048167131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048175767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048178415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048179366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048185307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048185964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048187345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048197504
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048202093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048222750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048224394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048225102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048234128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048240232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048240493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048247848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048249751
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555048253443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555048302735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048345540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048345764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048349901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048350137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048426073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048427728
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555048429730
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555048439151
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048528002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048528770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048529209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048529609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048530058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048530471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048533013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048534930
error,log,,,"Could not retrieve interfaces",1555048537383
error,log,,,"Could not retrieve interfaces",1555048555177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048573688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048635383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048708519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048709583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048711866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048712737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048760923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048762181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555048765160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048766232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048780683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048782138
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555048784295
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555048787626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048795721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048796952
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555048798703
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555048808063
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555048833047
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555048881370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048887402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048902531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555048916816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1555048919465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1555048921699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048955384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555048959839
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555049047686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049051253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049090735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049095086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049096458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049126017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049136788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049155978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049160806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049164940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049166994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049170656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049180656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049184825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555049209895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049214964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049235982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049241377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049251546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049257145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049266679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049269144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049273393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049280393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049283632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049292182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555049298083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049299525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049308267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049314910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049320651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049324623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049332858
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555049337432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049341352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049342831
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555049345422
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555049355917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049362114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049363795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049369371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049373858
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555049434516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049452948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049457113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049461180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049464048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049466037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049471810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049475924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049478464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049481123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049486720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049494005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049494848
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555049523824
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555049530586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049565881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555049583790
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555049594646
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555049596657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1555049619716
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555049620926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050328181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050332902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050389339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050402721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1555050460456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050470712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050472716
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555050474937
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555050488715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555050555717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555050561342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555050563117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555050564127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555050597155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555050599535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555050607408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555050611546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555050638497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555050662320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050667541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050669784
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555050671305
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555050677536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555050953755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555051544177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555051588015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555052984448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555053022686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555053048929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555053084865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555053087266
