what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055441882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555055478141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055480774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555055501814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055504037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055521304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055526837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055529835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055532090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055539932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055543162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555055575602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055581973
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555055618039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055619076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055638613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055645545
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055649476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055651336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055653366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555055659442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055660205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555055666363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555055670049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055678858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555055680231
