what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555059248998
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1555059256750
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1555059260059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555059906873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060345984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555060368503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555060412202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555060417400
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1555060425455
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1555060425754
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1555060425987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555060465250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555060470757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555060528560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060530844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060545670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555060548012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060552233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060605003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555060645391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555060647945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060690123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060695895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060710607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060714467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060829586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060890321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555060957389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061037503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061109524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061224064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555061227693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061255578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061279749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061307421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1555061414614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1555061465829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1555061466680
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1555061526996
